,Unnamed: 0,PPV,Source,odds_ratio,p_value,perc_hits,type,BH_Adjusted_p_value,Number_Drugbank_Approved,Example_Drugbank_Approved
82,O(-c1:c(:c:c:c(:c:1)-C)-C-C)-C,0.5,3,1.3081395348837208,0.5830880821144337,1.1494252873563218,ACTIVE,0.7120660910614053,10,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
83,N(-C1-C-C-1)-C,0.5,3,1.3063583815028899,0.6801620947627605,0.5747126436781609,ACTIVE,0.8119052032077996,10,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O
84,S(-N-C=O)(-c1:c:c:c:c:c:1)(=O)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,15,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
85,n1:n:c:n(:c:1-C-C)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,4,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1
86,N-c1:c:c(:c:c:c:1)-C-C,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,26,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
87,F-c1:c:c(:c:c:c:1)-F,1.0,3,inf,0.014883942775598891,2.8735632183908044,ACTIVE,0.15776979342134825,16,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC
88,n1:c(:c:c:c:c:c:c:c:c:1)-C,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,11,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
89,n1:c:n:c:c:c:1-N-C,0.42857142857142855,3,0.9780701754385964,0.6531186033115465,1.7241379310344829,ACTIVE,0.7939285774199991,19,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
90,N(-O)(-c1:c:c(:c:c:c:1)-O)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,4,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1
91,O=C-c1:c:c:c(:c:c:1)-C,0.8333333333333334,3,6.6863905325443795,0.057543728256147814,2.8735632183908044,ACTIVE,0.2858453615335748,33,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
92,S1-c2:c(-N(-c3:c-1:c:c:c:c:3)-C):c:c:c:c:2,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,23,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
93,S1-c2:c(-N(-c:c-1)-C-C):c:c:c:c:2,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,23,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
94,N1(-C(-N-C(-C-1)=O)=O)-N=C-c1:o:c:c:c:1,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,2,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
95,N1(-C-C-N(-C-C-1)-C)-c1:c:c:c:c:c:1,1.0,3,inf,0.08089963062270986,1.7241379310344829,ACTIVE,0.2858453615335748,19,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
96,N1-C-C(-c:c-1)-c1:c:c:c(:c:c:1)-O-C(-C)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,1,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
97,N(-c1:c(:c:c:c:c:1)-C(-O)=O)-C,0.0,3,,1.0,0.0,ACTIVE,1.0,1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
98,F-c1:c(:c:c:c(:c:1)-F)-n1:c:c:c(:c:c:1)=O,1.0,3,inf,0.18766832917695445,1.1494252873563218,ACTIVE,0.2942728238573546,2,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21
99,N(-c1:c:c:c(:c:c:1)-C#N)-C,1.0,3,inf,0.4339152119699313,0.5747126436781609,ACTIVE,0.5398475641879429,3,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
100,O(-C(-C-C-C-C-C-C)-C-C)-C(-C)=O,0.5555555555555556,3,1.6494082840236686,0.3395612533325356,2.8735632183908044,ACTIVE,0.4971476913432151,61,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
